theta,R,Dstar,size,members,classification
0.004,0.999,0.984,5,A023783|A038500|A042284|A042285|A056572,Predictable
0.004,0.999,0.985,7,A006519|A037239|A038712|A041176|A041177|A041666|A041667,Predictable
0.004,0.999,0.986,19,A000515|A000888|A000891|A000995|A001026|A001246|A001448|A002296|A002458|A002894|A003040|A004368|A024492|A028258|A041110|A041111|A042192|A042193|A051139,Predictable
0.004,0.999,0.987,8,A001027|A001029|A041071|A042396|A042397|A042616|A042617|A055770,Predictable
0.004,0.999,0.988,59,A001556|A003169|A004987|A004988|A016142|A016278|A016291|A016312|A016316|A016909|A017897|A017933|A017998|A018056|A018911|A019443|A019613|A019664|A019793|A019943|A020343|A020571|A020579|A021048|A021084|A021134|A021194|A021229|A021264|A021379|A021454|A021504|A021634|A021594|A021772|A021824|A021904|A022291|A022469|A022453|A023950|A023954|A025014|A025232|A025756|A026121|A026945|A028170|A032030|A032133|A034164|A034513|A041024|A041042|A041894|A041895|A045739|A054727|A059410,Predictable
0.004,0.999,0.989,18,A000260|A001348|A004332|A005037|A005501|A005502|A005500|A006634|A006943|A007663|A038791|A041858|A041859|A042658|A042659|A052394|A052395|A054362,Predictable
0.004,0.999,0.991,3,A041550|A041551|A051281,Partially Predictable
0.004,1.0,0.873,1,A055877,Unpredictable
0.004,1.0,0.975,1,A016021,Unpredictable
0.004,1.0,0.979,4,A041170|A041171|A041172|A041173,Predictable
0.004,1.0,0.981,1,A010350,Unpredictable
0.004,1.0,0.982,2,A051007|A059445,Unpredictable
0.004,1.0,0.984,1,A056958,Unpredictable
0.004,1.0,0.985,2,A041182|A050913,Partially Predictable
0.004,1.0,0.986,1,A007515,Unpredictable
0.004,1.0,0.987,1,A053928,Unpredictable
0.004,1.0,0.988,2,A002673|A055986,Unpredictable
0.004,1.0,0.989,3,A027835|A033921|A045921,Unpredictable
0.004,1.0,0.99,8,A014734|A027725|A030177|A036516|A046190|A046191|A058837|A058831,Partially Predictable
0.004,1.0,0.991,12,A005799|A011817|A020560|A045998|A046263|A052246|A052332|A058164|A058834|A058836|A058830|A058832,Predictable
0.004,1.0,0.992,2,A002462|A009233,Predictable
0.004,1.0,0.993,14,A001624|A001625|A007134|A007625|A008341|A009232|A009690|A009740|A012338|A013428|A024304|A027548|A050247|A058862,Partially Predictable
0.004,1.0,0.994,24,A005603|A008270|A008274|A009144|A009160|A009164|A009250|A009500|A009741|A012113|A012382|A012620|A012945|A012952|A013053|A024250|A024251|A024291|A033471|A051184|A051368|A053882|A057330|A057868,Partially Predictable
0.004,1.0,0.995,12,A006175|A006179|A008272|A012561|A013356|A014979|A029809|A046236|A050736|A055878|A056052|A057771,Partially Predictable
0.004,1.0,0.996,4,A002305|A038020|A053921|A058792,Unpredictable
0.005,0.001,0.002,1,A029924,Predictable
0.005,0.025,0.064,2,A044391|A044771,Unpredictable
0.005,0.026,0.061,1,A044029,Unpredictable
0.005,0.029,0.051,2,A047413|A047472,Predictable
0.005,0.029,0.057,2,A044261|A044398,Unpredictable
0.005,0.031,0.057,1,A044321,Unpredictable
0.005,0.032,0.061,1,A043249,Unpredictable
0.005,0.041,0.064,1,A044540,Unpredictable
0.005,0.043,0.073,1,A043931,Unpredictable
0.005,0.043,0.244,1,A043316,Unpredictable
0.005,0.044,0.038,1,A023744,Unpredictable
0.005,0.064,0.086,1,A033012,Predictable
0.005,0.073,0.067,1,A039561,Unpredictable
0.005,0.079,0.136,1,A036699,Unpredictable
0.005,0.079,0.197,1,A019828,Unpredictable
0.005,0.081,0.093,1,A033009,Predictable
0.005,0.085,0.187,1,A011374,Unpredictable
0.005,0.1,0.199,1,A016588,Unpredictable
0.005,0.107,0.201,1,A048649,Predictable
0.005,0.113,0.138,1,A039565,Unpredictable
0.005,0.201,0.4,1,A010874,Predictable
0.005,0.75,0.748,1,A006085,Predictable
0.005,0.754,0.8,1,A045830,Unpredictable
0.005,0.879,0.788,1,A029985,Unpredictable
0.005,0.882,0.93,1,A002497,Unpredictable
0.005,0.903,0.897,1,A057237,Predictable
0.005,0.904,0.939,1,A047843,Unpredictable
0.005,0.955,0.934,1,A057004,Unpredictable
0.005,0.968,0.956,1,A008461,Unpredictable
0.005,0.968,0.984,1,A040143,Unpredictable
0.005,0.969,0.984,1,A040120,Unpredictable
0.005,0.97,0.985,1,A040118,Predictable
0.005,0.971,0.916,1,A037937,Unpredictable
0.005,0.973,0.986,4,A040219|A040389|A040609|A040879,Unpredictable
0.005,0.974,0.946,1,A058865,Predictable
0.005,0.974,0.953,1,A057149,Unpredictable
0.005,0.975,0.987,1,A040350,Unpredictable
0.005,0.979,0.965,2,A042654|A042655,Partially Predictable
0.005,0.979,0.97,2,A042718|A042719,Predictable
0.005,0.979,0.978,2,A042722|A042723,Predictable
0.005,0.985,0.967,1,A030284,Unpredictable
0.005,0.987,0.963,2,A038301|A038314,Unpredictable
0.005,0.989,0.926,1,A004289,Unpredictable
0.005,0.989,0.974,2,A042058|A042059,Predictable
0.005,0.989,0.979,6,A041786|A041787|A042224|A042225|A042370|A042371,Predictable
0.005,0.989,0.982,2,A042898|A042899,Unpredictable
0.005,0.99,0.974,2,A042286|A042287,Predictable
0.005,0.99,0.976,2,A041168|A041169,Unpredictable
0.005,0.99,0.978,4,A042234|A042235|A042478|A042479,Partially Predictable
0.005,0.99,0.98,1,A030452,Predictable
0.005,0.991,0.931,1,A011991,Unpredictable
0.005,0.991,0.976,2,A006171|A017844,Predictable
0.005,0.991,0.977,22,A001452|A001945|A007307|A007309|A007251|A017818|A017845|A017846|A017830|A017899|A018052|A018243|A018917|A020716|A020720|A022644|A022645|A027975|A032309|A046639|A046877|A052954,Predictable
0.005,0.991,0.978,2,A000020|A022646,Unpredictable
0.005,0.992,0.971,1,A054923,Unpredictable
0.005,0.992,0.975,1,A048335,Predictable
0.005,0.992,0.976,3,A010785|A037124|A059274,Partially Predictable
0.005,0.992,0.978,4,A005427|A017831|A022647|A022648,Partially Predictable
0.005,0.992,0.979,7,A017832|A017833|A017834|A022649|A022650|A022651|A045545,Partially Predictable
0.005,0.992,0.98,11,A003411|A014101|A017819|A017835|A017836|A017898|A018126|A022652|A022653|A048592|A048590,Predictable
0.005,0.992,0.987,2,A041706|A041707,Predictable
0.005,0.992,0.988,2,A042034|A042035,Predictable
0.005,0.992,0.989,2,A042436|A042437,Partially Predictable
0.005,0.993,0.971,2,A042894|A042895,Predictable
0.005,0.993,0.976,1,A033877,Predictable
0.005,0.993,0.978,2,A041868|A041869,Predictable
0.005,0.993,0.979,7,A041552|A041553|A041702|A041703|A042412|A042413|A047163,Predictable
0.005,0.993,0.98,1,A022654,Unpredictable
0.005,0.993,0.981,2,A045656|A045665,Predictable
0.005,0.993,0.982,25,A000295|A000773|A000801|A001815|A001816|A001787|A001788|A001789|A001792|A001793|A001794|A001856|A002999|A003461|A003685|A005803|A024431|A032245|A032307|A033077|A035522|A036563|A053220|A056278|A056463,Predictable
0.005,0.993,0.986,2,A042834|A042835,Predictable
0.005,0.994,0.976,10,A026082|A026758|A027926|A027935|A027907|A027948|A041162|A041163|A049600|A059576,Predictable
0.005,0.994,0.977,1,A051288,Predictable
0.005,0.994,0.978,2,A041970|A041971,Predictable
0.005,0.994,0.979,1,A046075,Unpredictable
0.005,0.994,0.984,1,A022861,Unpredictable
0.005,0.995,0.976,1,A026747,Predictable
0.005,0.995,0.978,4,A022818|A035607|A052509|A059214,Predictable
0.005,0.995,0.979,7,A026300|A026681|A037027|A038137|A046213|A046534|A055886,Partially Predictable
0.005,0.995,0.983,1,A006921,Predictable
0.005,0.995,0.985,1,A002094,Predictable
0.005,0.995,0.988,4,A041701|A041700|A042674|A042675,Predictable
0.005,0.995,0.991,2,A042766|A042767,Predictable
0.005,0.996,0.968,2,A042294|A042295,Predictable
0.005,0.996,0.969,6,A041234|A041235|A041652|A041653|A042182|A042183,Predictable
0.005,0.996,0.979,2,A026725|A026736,Partially Predictable
0.005,0.996,0.986,18,A000344|A000352|A002001|A002446|A002526|A005061|A018215|A028329|A028402|A036216|A036217|A036219|A036220|A036221|A036222|A036223|A037597|A057585,Predictable
0.005,0.996,0.987,1,A056492,Predictable
0.005,0.997,0.969,2,A042468|A042469,Predictable
0.005,0.997,0.973,1,A056059,Predictable
0.005,0.997,0.975,1,A019565,Predictable
0.005,0.997,0.985,18,A001553|A002898|A016149|A016103|A017269|A018901|A021076|A021114|A021354|A021414|A021744|A024068|A034488|A042682|A042683|A051958|A056356|A056365,Predictable
0.005,0.997,0.986,5,A020699|A034478|A055359|A055451|A056479,Predictable
0.005,0.997,0.987,2,A026545|A026546,Predictable
0.005,0.997,0.988,6,A041226|A041227|A042046|A042047|A042138|A042139,Partially Predictable
0.005,0.997,0.989,4,A041318|A041319|A042774|A042775,Predictable
0.005,0.997,0.991,2,A042316|A042317,Unpredictable
0.005,0.997,0.994,2,A001369|A027438,Unpredictable
0.005,0.998,0.978,1,A018939,Unpredictable
0.005,0.998,0.983,2,A002548|A016189,Predictable
0.005,0.998,0.986,22,A000087|A000139|A000256|A000305|A005033|A005035|A005389|A007173|A007226|A027610|A030983|A032105|A032293|A042652|A042653|A045737|A045738|A046646|A046649|A052393|A054422|A054423,Predictable
0.005,0.998,0.987,48,A000771|A000846|A001554|A002501|A003408|A003481|A006239|A006629|A006630|A006631|A016150|A016130|A016285|A017389|A017931|A018209|A019316|A021034|A021079|A021124|A021174|A021364|A021424|A021494|A021754|A021804|A022033|A024082|A024719|A025231|A026004|A032204|A034491|A034494|A037649|A037698|A037761|A039304|A041458|A041459|A042186|A042187|A042634|A042635|A045721|A047891|A052227|A057089,Predictable
0.005,0.998,0.988,4,A041442|A041443|A042828|A042829,Predictable
0.005,0.998,0.989,2,A041950|A041951,Predictable
0.005,0.999,0.933,1,A001228,Unpredictable
0.005,0.999,0.969,2,A041101|A041100,Predictable
0.005,0.999,0.976,2,A013688|A016516,Unpredictable
0.005,0.999,0.977,4,A001112|A016461|A030652|A036791,Partially Predictable
0.005,0.999,0.978,10,A002945|A016451|A016572|A039922|A041118|A041148|A041154|A041160|A041198|A058291,Partially Predictable
0.005,0.999,0.979,14,A004730|A019474|A041080|A041104|A041105|A041081|A041444|A041445|A042160|A042161|A042786|A042787|A042818|A042819,Predictable
0.005,0.999,0.98,7,A042336|A042337|A042314|A042315|A042542|A042543|A047728,Predictable
0.005,0.999,0.981,5,A041908|A041909|A042382|A042383|A046985,Partially Predictable
0.005,0.999,0.983,1,A013992,Predictable
0.005,0.999,0.984,6,A000309|A001022|A007654|A041082|A041083|A051643,Predictable
0.005,0.999,0.985,12,A001023|A001024|A002295|A002502|A004355|A004283|A011922|A028231|A041832|A041833|A046261|A053041,Predictable
0.005,0.999,0.986,4,A041048|A041049|A042004|A042005,Predictable
0.005,0.999,0.989,1,A002678,Predictable
0.005,1.0,0.846,1,A036518,Predictable
0.005,1.0,0.971,2,A004204|A004205,Unpredictable
0.005,1.0,0.972,2,A000239|A034939,Partially Predictable
0.005,1.0,0.976,1,A006931,Unpredictable
0.005,1.0,0.98,1,A002831,Predictable
0.005,1.0,0.982,1,A014748,Predictable
0.005,1.0,0.985,1,A013689,Unpredictable
0.005,1.0,0.987,3,A003268|A052736|A052742,Predictable
0.005,1.0,0.988,4,A011816|A036514|A036523|A046267,Unpredictable
0.005,1.0,0.989,6,A006438|A010041|A027546|A048800|A058833|A058805,Partially Predictable
0.005,1.0,0.99,21,A009419|A019519|A019520|A020564|A020565|A030134|A032019|A034909|A034985|A034991|A036067|A036521|A046278|A048544|A054050|A054051|A056627|A058165|A058437|A058835|A058804,Partially Predictable
0.005,1.0,0.991,7,A009763|A011753|A012861|A027547|A038395|A038396|A053052,Unpredictable
0.005,1.0,0.992,6,A009813|A015125|A015940|A019545|A024249|A059615,Unpredictable
0.005,1.0,0.993,6,A003155|A009479|A009668|A009732|A028521|A032428,Partially Predictable
0.005,1.0,0.996,2,A052458|A053037,Unpredictable
0.005,1.0,0.997,2,A029471|A058427,Unpredictable
0.005,1.0,0.999,4,A012452|A012676|A012918|A013424,Unpredictable
0.006,0.002,0.003,1,A003662,Predictable
0.006,0.024,0.067,1,A043926,Unpredictable
0.006,0.025,0.075,1,A044362,Unpredictable
0.006,0.026,0.056,1,A044024,Unpredictable
0.006,0.027,0.054,1,A044018,Unpredictable
0.006,0.027,0.056,1,A044030,Unpredictable
0.006,0.027,0.071,1,A044032,Unpredictable
0.006,0.028,0.056,1,A044232,Unpredictable
0.006,0.029,0.057,1,A044409,Unpredictable
0.006,0.03,0.068,1,A044592,Unpredictable
0.006,0.043,0.073,1,A043151,Unpredictable
0.006,0.092,0.198,1,A011290,Unpredictable
0.006,0.102,0.201,1,A019609,Predictable
0.006,0.104,0.198,1,A016623,Unpredictable
0.006,0.104,0.206,1,A011074,Unpredictable
0.006,0.105,0.203,1,A010514,Unpredictable
0.006,0.107,0.188,1,A021488,Predictable
0.006,0.11,0.204,1,A019692,Predictable
0.006,0.136,0.203,1,A019683,Predictable
0.006,0.136,0.232,1,A021161,Unpredictable
0.006,0.248,0.499,1,A039706,Predictable
0.006,0.252,0.502,1,A004557,Unpredictable
0.006,0.556,0.776,1,A036417,Unpredictable
0.006,0.858,0.405,1,A043080,Unpredictable
0.006,0.874,0.404,1,A043017,Unpredictable
0.006,0.883,0.874,2,A014963|A051543,Predictable
0.006,0.883,0.877,3,A014973|A055671|A055672,Predictable
0.006,0.894,0.931,1,A058021,Unpredictable
0.006,0.925,0.877,1,A002225,Unpredictable
0.006,0.959,0.949,1,A006886,Predictable
0.006,0.969,0.984,1,A040099,Unpredictable
0.006,0.97,0.945,5,A022619|A052265|A055154|A054724|A055130,Predictable
0.006,0.973,0.986,6,A040247|A040314|A040387|A040559|A040710|A040763,Unpredictable
0.006,0.974,0.934,1,A015975,Unpredictable
0.006,0.977,0.979,6,A041692|A041693|A042112|A042113|A042632|A042633,Predictable
0.006,0.978,0.978,2,A041224|A041225,Unpredictable
0.006,0.979,0.969,4,A042194|A042195|A042670|A042671,Unpredictable
0.006,0.979,0.973,2,A041450|A041451,Partially Predictable
0.006,0.979,0.976,2,A041354|A041355,Partially Predictable
0.006,0.979,0.978,2,A042838|A042839,Partially Predictable
0.006,0.981,0.989,1,A020773,Predictable
0.006,0.984,0.95,1,A058013,Predictable
0.006,0.985,0.841,1,A029991,Predictable
0.006,0.985,0.973,2,A042706|A042707,Unpredictable
0.006,0.985,0.977,2,A041524|A041525,Predictable
0.006,0.985,0.978,4,A041184|A041185|A042590|A042591,Partially Predictable
0.006,0.985,0.979,4,A041772|A041773|A042416|A042417,Predictable
0.006,0.986,0.967,1,A048331,Predictable
0.006,0.987,0.96,1,A038320,Unpredictable
0.006,0.987,0.961,1,A038284,Unpredictable
0.006,0.989,0.97,2,A042612|A042613,Predictable
0.006,0.989,0.971,3,A000716|A001934|A007247,Predictable
0.006,0.989,0.972,7,A027654|A027655|A042024|A042025|A046934|A046936|A058088,Predictable
0.006,0.989,0.973,6,A017852|A017901|A017981|A022638|A027999|A028513,Partially Predictable
0.006,0.989,0.979,2,A041570|A041571,Predictable
0.006,0.989,0.98,2,A041566|A041567,Predictable
0.006,0.99,0.973,5,A007264|A017853|A029748|A029749|A030183,Predictable
0.006,0.99,0.974,14,A000294|A001939|A002799|A017854|A017855|A017856|A017840|A022639|A022640|A032021|A032153|A035528|A056222|A057045,Predictable
0.006,0.99,0.975,12,A001873|A001874|A001875|A003412|A003413|A010916|A017841|A017900|A020747|A020751|A022641|A023003,Predictable
0.006,0.99,0.979,1,A042884,Predictable
0.006,0.991,0.975,4,A022573|A045484|A046528|A046935,Predictable
0.006,0.991,0.976,18,A000391|A002124|A002125|A004977|A007481|A017842|A017843|A022466|A022467|A022468|A022472|A022473|A022474|A022475|A022642|A022643|A028514|A056635,Partially Predictable
0.006,0.991,0.977,5,A000570|A003476|A032064|A032159|A032234,Partially Predictable
0.006,0.991,0.978,3,A001371|A005251|A057571,Predictable
0.006,0.992,0.973,1,A048336,Predictable
0.006,0.992,0.976,1,A047169,Predictable
0.006,0.992,0.977,2,A041580|A041581,Predictable
0.006,0.992,0.978,4,A042462|A042463|A042572|A042573,Predictable
0.006,0.992,0.979,3,A002409|A002573|A003472,Partially Predictable
0.006,0.993,0.967,2,A042686|A042687,Partially Predictable
0.006,0.993,0.969,6,A041010|A041011|A041210|A041211|A041998|A041999,Predictable
0.006,0.993,0.973,5,A014428|A026268|A026568|A026584|A036355,Partially Predictable
0.006,0.993,0.974,7,A007318|A030528|A038207|A041098|A041099|A046902|A047996,Predictable
0.006,0.993,0.975,1,A034868,Predictable
0.006,0.993,0.978,3,A042394|A042395|A047165,Partially Predictable
0.006,0.993,0.979,2,A057606|A057607,Unpredictable
0.006,0.993,0.98,2,A042536|A042537,Partially Predictable
0.006,0.993,0.982,2,A002524|A047167,Predictable
0.006,0.993,0.983,9,A041091|A041398|A041399|A041861|A041860|A042204|A042205|A042356|A042357,Predictable
0.006,0.993,0.984,2,A041454|A041455,Predictable
0.006,0.993,0.987,2,A042050|A042051,Predictable
0.006,0.994,0.975,1,A047110,Unpredictable
0.006,0.994,0.976,12,A008311|A014410|A026374|A027960|A028262|A028263|A028326|A029656|A029600|A034852|A034869|A035002,Predictable
0.006,0.994,0.982,7,A001853|A005030|A005051|A005052|A005196|A018046|A029858,Predictable
0.006,0.994,0.983,2,A014437|A056008,Predictable
0.006,0.995,0.968,2,A041072|A041073,Predictable
0.006,0.995,0.969,2,A041710|A041711,Predictable
0.006,0.995,0.979,2,A042490|A042491,Predictable
0.006,0.995,0.98,1,A008829,Unpredictable
0.006,0.995,0.981,2,A042070|A042071,Predictable
0.006,0.995,0.982,2,A042648|A042649,Predictable
0.006,0.995,0.983,2,A001672|A001673,Partially Predictable
0.006,0.995,0.985,6,A041238|A041239|A041830|A041831|A041994|A041995,Predictable
0.006,0.995,0.987,11,A041150|A041151|A041718|A041719|A041794|A041795|A041874|A041875|A042816|A042817|A046182,Predictable
0.006,0.996,0.966,2,A041018|A041019,Predictable
0.006,0.996,0.969,2,A042236|A042237,Predictable
0.006,0.996,0.978,1,A059503,Predictable
0.006,0.996,0.982,1,A005509,Unpredictable
0.006,0.996,0.983,28,A001552|A001869|A003463|A002212|A003948|A005057|A005060|A014433|A021024|A021074|A021344|A024054|A026376|A026759|A032068|A032088|A032130|A032285|A034184|A034474|A036291|A045902|A049171|A052785|A052884|A056355|A056360|A056364,Predictable
0.006,0.996,0.984,4,A033876|A050383|A055358|A056478,Predictable
0.006,0.996,0.985,1,A024551,Predictable
0.006,0.997,0.975,1,A050354,Predictable
0.006,0.997,0.979,2,A041242|A041243,Unpredictable
0.006,0.997,0.982,2,A041014|A041015,Predictable
0.006,0.997,0.983,8,A042376|A042377|A042761|A042760|A052815|A052891|A052818|A056571,Predictable
0.006,0.997,0.984,8,A003455|A025229|A025239|A041948|A041949|A042244|A042245|A052706,Predictable
0.006,0.997,0.985,29,A000487|A000770|A001004|A001541|A001652|A002595|A003454|A003456|A005572|A006319|A006320|A010683|A010849|A014435|A025228|A026002|A026933|A027618|A032174|A032286|A033543|A042848|A042849|A047665|A050146|A050152|A052177|A055786|A056361,Predictable
0.006,0.997,0.986,1,A042935,Unpredictable
0.006,0.997,0.99,2,A051031|A059441,Partially Predictable
0.006,0.998,0.974,2,A010328|A013679,Unpredictable
0.006,0.998,0.976,2,A042844|A042845,Unpredictable
0.006,0.998,0.978,1,A004731,Unpredictable
0.006,0.998,0.979,2,A041596|A041597,Predictable
0.006,0.998,0.98,4,A001803|A041326|A041327|A046161,Predictable
0.006,0.998,0.981,2,A001020|A016301,Predictable
0.006,0.998,0.982,7,A041058|A041059|A041488|A041489|A041536|A041537|A046987,Predictable
0.006,0.998,0.983,6,A016152|A020530|A041030|A041031|A042882|A042883,Predictable
0.006,0.998,0.984,5,A024097|A041676|A041677|A042584|A042585,Partially Predictable
0.006,0.999,0.959,1,A008280,Predictable
0.006,0.999,0.97,3,A041912|A041913|A058444,Partially Predictable
0.006,0.999,0.973,1,A032662,Unpredictable
0.006,0.999,0.975,2,A042702|A042703,Unpredictable
0.006,0.999,0.976,4,A016490|A016550|A016557|A038631,Unpredictable
0.006,0.999,0.977,2,A016441|A041086,Partially Predictable
0.006,0.999,0.978,5,A023782|A041062|A041064|A041057|A041126,Predictable
0.006,0.999,0.979,9,A002852|A005092|A041146|A041728|A041729|A041816|A041817|A042166|A042167,Partially Predictable
0.006,0.999,0.98,5,A034057|A041938|A041939|A042032|A042033,Predictable
